0,0.00E+00
1,4.13E-06
5,4.33E-06
10,4.52E-06
15,4.72E-06
20,4.86E-06
30,5.13E-06
40,5.37E-06
60,5.82E-06
80,6.26E-06
100,6.66E-06
120,7.03E-06
140,7.40E-06
160,7.79E-06
180,8.09E-06
200,8.41E-06
220,8.70E-06
240,8.96E-06
260,9.24E-06
280,9.47E-06
300,9.70E-06
320,9.89E-06
340,1.01E-05
360,1.03E-05
