0,0.00E+00
1,2.55E-06
5,2.74E-06
10,2.91E-06
15,3.06E-06
20,3.20E-06
30,3.44E-06
40,3.66E-06
60,4.04E-06
80,4.42E-06
100,4.73E-06
120,5.08E-06
140,5.42E-06
160,5.76E-06
180,6.07E-06
200,6.33E-06
220,6.60E-06
240,6.85E-06
260,7.10E-06
280,7.32E-06
300,7.56E-06
320,7.76E-06
340,7.98E-06
360,8.18E-06
