0,0.00E+00
1,3.76E-06
5,4.01E-06
10,4.10E-06
15,4.22E-06
20,4.31E-06
30,4.50E-06
40,4.66E-06
60,4.94E-06
80,5.18E-06
100,5.42E-06
120,5.64E-06
140,5.83E-06
160,6.04E-06
180,6.26E-06
200,6.45E-06
220,6.66E-06
240,6.84E-06
260,7.04E-06
280,7.20E-06
300,7.38E-06
320,7.54E-06
340,7.68E-06
360,7.86E-06
