0,0.00E+00
1,2.67E-06
5,2.81E-06
10,2.92E-06
15,3.01E-06
20,3.10E-06
30,3.26E-06
40,3.38E-06
60,3.60E-06
80,3.80E-06
100,3.99E-06
120,4.18E-06
140,4.36E-06
160,4.53E-06
180,4.72E-06
200,4.89E-06
220,5.04E-06
240,5.21E-06
260,5.40E-06
280,5.56E-06
300,5.72E-06
320,5.87E-06
340,6.01E-06
360,6.16E-06
