0.00,67.99,0
10.00,67.145,0.1071
20.00,65.915,0.1132
30.00,64.671,0.1093
40.00,63.507,0.0984
50.00,62.428,0.0945
60.00,61.435,0.0936
70.00,60.537,0.0927
80.00,59.714,0.0958
90.00,58.951,0.0949
100.00,58.253,0.0931
110.00,57.607,0.09511
120.00,57.002,0.09612
130.00,56.455,0.09813
140.00,55.944,0.09814
150.00,55.465,0.09715
160.00,55.006,0.10116
170.00,54.581,0.10717
180.00,54.186,0.10818
190.00,53.807,0.10619
200.00,53.456,0.1062
210.00,53.121,0.10521
220.00,52.798,0.10722
230.00,52.483,0.11023
240.00,52.174,0.10724
250.00,51.888,0.10925
260.00,51.606,0.10926
270.00,51.335,0.11027
280.00,51.059,0.11128
290.00,50.807,0.10829
300.00,50.547,0.1103
310.00,50.305,0.10831
320.00,50.067,0.10632
330.00,49.827,0.10233
340.00,49.586,0.09734
350.00,49.342,0.09935
360.00,49.116,0.10036
370.00,48.999,0.09837
380.00,48.789,0.09438
390.00,48.557,0.09739
400.00,48.339,0.0994
410.00,48.132,0.09841
420.00,47.914,0.10042
430.00,47.7,0.09943
440.00,47.496,0.10144
450.00,47.292,0.10145
460.00,47.077,0.10046
470.00,46.884,0.10147
480.00,46.687,0.10048
490.00,46.486,0.10349
500.00,46.281,0.1015
510.00,46.105,0.10051
520.00,45.911,0.10152
530.00,45.714,0.10153
540.00,45.548,0.10154
550.00,45.364,0.10255
560.00,45.083,0.09956
570.00,44.89,0.10257
580.00,44.721,0.10158
590.00,44.55,0.10059
600.00,44.368,0.1006
610.00,44.192,0.09961
620.00,44.011,0.10162
630.00,43.846,0.09863
640.00,43.679,0.10164
650.00,43.512,0.10165
660.00,43.35,0.10166
670.00,43.184,0.10267
680.00,43.018,0.10268
690.00,42.862,0.10369
700.00,42.701,0.1047
710.00,42.547,0.10371
720.00,42.388,0.10472
730.00,42.242,0.10473
740.00,42.086,0.10274
750.00,41.929,0.10275
760.00,41.782,0.10476
770.00,41.633,0.10277
780.00,41.491,0.10378
790.00,41.343,0.10179
800.00,41.2,0.1058
810.00,41.055,0.10481
820.00,40.917,0.10382
830.00,40.775,0.10383
840.00,40.634,0.10384
850.00,40.5,0.10085
860.00,40.364,0.10286
870.00,40.232,0.10187
880.00,40.101,0.10188
890.00,39.966,0.10389
900.00,39.834,0.1019
910.00,39.7,0.10291
920.00,39.569,0.10592
930.00,39.438,0.10493
940.00,39.312,0.10294
950.00,39.189,0.10595
960.00,39.059,0.10496
970.00,38.934,0.10697
980.00,38.811,0.10398
990.00,38.685,0.10399
1000.00,38.569,0.1051
1010.00,38.446,0.106101
1020.00,38.333,0.106102
1030.00,38.221,0.106103
1040.00,38.103,0.107104
1050.00,37.988,0.108105
1060.00,37.872,0.108106
1070.00,37.755,0.110107
1080.00,37.643,0.110108
1090.00,37.54,0.111109
1100.00,37.432,0.11111
1110.00,37.325,0.113111
1120.00,37.213,0.111112
1130.00,37.109,0.113113
1140.00,37.007,0.117114
1150.00,36.9,0.122115
1160.00,36.802,0.121116
1170.00,36.69,0.125117
1180.00,36.592,0.127118
1190.00,36.49,0.130119
1200.00,36.394,0.13612
1210.00,36.29,0.137121
1220.00,36.186,0.144122
1230.00,36.088,0.150123
1240.00,35.99,0.156124
1250.00,35.902,0.163125
1260.00,35.807,0.172126
1270.00,35.717,0.181127
1280.00,35.631,0.194128
1290.00,35.546,0.205129
1300.00,35.453,0.21713
1310.00,35.362,0.233131
1320.00,35.28,0.247132
1330.00,35.192,0.262133
1340.00,35.104,0.277134
1350.00,35.008,0.293135
1360.00,34.92,0.313136
1370.00,34.884,0.329137
1380.00,34.783,0.350138
1390.00,34.723,0.369139
1400.00,34.632,0.38914
1410.00,34.545,0.408141
1420.00,34.492,0.429142
1430.00,34.401,0.449143
1440.00,34.311,0.469144
1450.00,34.237,0.492145
1460.00,34.157,0.510146
1470.00,34.082,0.529147
1480.00,33.998,0.551148
1490.00,33.923,0.569149
1500.00,33.848,0.58915
1510.00,33.771,0.608151
1520.00,33.694,0.627152
1530.00,33.626,0.646153
1540.00,33.546,0.663154
1550.00,33.488,0.680155
1560.00,33.41,0.699156
1570.00,33.304,0.715157
1580.00,33.231,0.733158
1590.00,33.16,0.748159
1600.00,33.1,0.76416
1610.00,33.023,0.780161
1620.00,32.953,0.796162
1630.00,32.895,0.807163
1640.00,32.826,0.823164
1650.00,32.754,0.837165
1660.00,32.691,0.848166
1670.00,32.629,0.859167
1680.00,32.561,0.874168
1690.00,32.497,0.886169
1700.00,32.437,0.89917
1710.00,32.371,0.907171
1720.00,32.309,0.917172
1730.00,32.241,0.928173
1740.00,32.174,0.939174
1750.00,32.116,0.949175
1760.00,32.064,0.959176
1770.00,31.993,0.967177
1780.00,31.933,0.977178
1790.00,31.877,0.984179
1800.00,31.812,0.99418
1810.00,31.75,1.002
